,Unnamed: 0,policy_rk,total_premium_amt,coverage,repair_option,paid_flg,region,auto_make,auto_model,auto_cost,vehicle_mileage_km_amt,vehicle_new_flg,audatex_claim_cnt,audatex_total_cost_amt,vehicle_issue_year,vehicle_credit_flg,min_driver_experience_years_cnt,insurant_gender_cd,age,issue_flg,expected_loss_amt,transition_flg,premium_transition_amt,renewed_issue_flg,renewed_paid_flg,unique
21496,24034,390217164,888570.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Московская область,BMW,BMW 2er,2500000.0,1.0,1.0,0.0,0.0,2022,1,13,M,46.0,1,561464.55,0.0,0.0,0,0,390217164M46.0
21505,24043,390375087,547200.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Республика Коми,Mitsubishi,Mitsubishi Outlander,2000000.0,1000.0,0.0,2.0,831339.0,2018,0,21,M,41.0,1,249178.23,0.0,0.0,0,0,390375087M41.0
21507,24045,390375231,345600.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Kia,Kia Rio,998022.0,500.0,0.0,0.0,0.0,2020,1,17,M,38.0,1,246819.33,1.0,376731.0,0,0,390375231M38.0
21508,24046,390375312,86400.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Ленинградская область,Volkswagen,Volkswagen Tiguan,1100000.0,7000.0,0.0,3.0,2013480.0,2012,1,0,M,34.0,1,50670.0,0.0,0.0,1,1,390375312M34.0
21512,24052,390375780,534870.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Subaru,Subaru Forester,3357575.0,1.0,1.0,0.0,0.0,2021,1,33,M,58.0,1,307355.04,0.0,0.0,1,0,390375780M58.0
21513,24053,390375819,191520.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Московская область,Renault,Renault Kaptur,1115204.0,1500.0,0.0,0.0,0.0,2021,0,16,M,48.0,1,153835.29,1.0,214524.0,1,1,390375819M48.0
21517,24057,390376179,179100.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Республика Татарстан,Kia,Kia Rio,1200000.0,14000.0,0.0,0.0,0.0,2021,1,19,F,41.0,1,157843.71,0.0,346014.0,0,0,390376179F41.0
21522,24062,390376308,447930.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Nissan,Nissan Qashqai,2225000.0,0.0,1.0,0.0,0.0,2021,0,11,F,35.0,1,305934.84,0.0,0.0,0,0,390376308F35.0
21529,24069,390377004,259200.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Skoda,Skoda Rapid,1400000.0,400.0,0.0,0.0,0.0,2022,0,12,F,37.0,1,242694.18,0.0,0.0,0,0,390377004F37.0
21530,24071,390377079,233208.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Московская область,Nissan,Nissan X-Trail,1841508.0,5000.0,0.0,0.0,0.0,2019,0,14,M,36.0,1,176185.26,1.0,294804.0,1,1,390377079M36.0
21532,24073,390377223,693405.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Chery,Chery Tiggo 7 Pro,1879900.0,0.0,1.0,0.0,0.0,2021,1,7,M,31.0,1,485649.63,0.0,0.0,1,1,390377223M31.0
21535,24076,390377493,538200.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Нижегородская область,Nissan,Nissan Qashqai,1400000.0,56000.0,0.0,0.0,0.0,2017,1,29,F,47.0,1,245572.83,0.0,0.0,0,0,390377493F47.0
21538,24079,390377631,153900.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Московская область,Renault,Renault Sandero,799000.0,5500.0,0.0,1.0,458748.0,2020,1,16,F,41.0,1,13130.1,0.0,0.0,1,1,390377631F41.0
21539,24080,390377694,207000.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Москва,Ford,Ford Focus,650000.0,4900.0,0.0,1.0,367866.0,2012,0,11,F,50.0,1,89267.13,0.0,0.0,1,1,390377694F50.0
21540,24081,390377934,163800.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,Skoda,Skoda Kodiaq,2200000.0,18000.0,0.0,0.0,0.0,2020,0,16,M,43.0,1,41054.85,0.0,0.0,1,1,390377934M43.0
21546,24087,390378408,267300.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Skoda,Skoda Rapid,1400000.0,25000.0,0.0,0.0,0.0,2021,1,10,F,31.0,1,206316.36,0.0,0.0,1,0,390378408F31.0
21557,24100,390379698,296100.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Mini (BMW),Mini (BMW) Mini Countryman,3100000.0,5000.0,0.0,0.0,0.0,2020,0,12,F,41.0,1,236432.25,0.0,0.0,0,0,390379698F41.0
21562,24105,390380124,1827540.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Краснодарский край,BMW,BMW X5,7789000.0,0.0,1.0,0.0,0.0,2021,1,20,M,39.0,1,1342766.97,0.0,0.0,1,1,390380124M39.0
21567,24111,390380460,461817.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Тверская область,Hyundai,Hyundai Sonata,2200000.0,15000.0,0.0,0.0,0.0,2021,0,10,F,44.0,1,418145.22,0.0,718200.0,0,0,390380460F44.0
21576,24120,390381258,190800.0,Тоталь + Угон,Ремонт на СТОА по направлению страховщика,1,Московская область,Hyundai,Hyundai i40,1200000.0,78000.0,0.0,2.0,1044648.0,2017,0,15,M,35.0,1,106278.12,0.0,0.0,0,0,390381258M35.0
21577,24121,390381267,436320.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Skoda,Skoda Karoq,1814700.0,4999.0,0.0,0.0,0.0,2021,1,23,F,42.0,1,285051.24,1.0,631512.0,1,1,390381267F42.0
21580,24125,390382083,578700.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Тверская область,Peugeot,Peugeot Traveller,2979900.0,0.0,1.0,0.0,0.0,2022,0,24,M,57.0,1,449049.06,0.0,0.0,0,0,390382083M57.0
21584,24129,390382518,308610.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,Hyundai,Hyundai Solaris,1299000.0,3617.0,0.0,0.0,0.0,2021,0,3,F,35.0,1,157168.53,0.0,0.0,0,0,390382518F35.0
21585,24130,390382584,589572.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Mitsubishi,Mitsubishi Outlander,2090218.0,7990.0,0.0,1.0,90189.0,2021,1,39,M,57.0,1,446295.78,0.0,0.0,1,0,390382584M57.0
21586,24131,390382755,226800.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Москва,Mazda,Mazda CX-5,1500000.0,500.0,0.0,0.0,0.0,2020,0,19,M,52.0,1,149797.53,0.0,0.0,0,0,390382755M52.0
21589,24134,390383061,358020.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Пензенская область,Kia,Kia Sportage,1946348.0,9000.0,0.0,0.0,0.0,2021,1,28,M,47.0,1,280997.37,1.0,450000.0,1,1,390383061M47.0
21590,24135,390383337,378000.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Республика Коми,Mitsubishi,Mitsubishi Outlander,1771155.0,1000.0,0.0,0.0,0.0,2019,1,16,M,59.0,1,212075.01,1.0,312597.0,0,0,390383337M59.0
21591,24136,390383400,1010700.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Mini (BMW),Mini (BMW) Countryman,3620000.0,0.0,1.0,0.0,0.0,2022,1,3,M,44.0,1,663979.5,0.0,0.0,0,0,390383400M44.0
21595,24140,390383715,328104.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Nissan,Nissan Qashqai,1726951.0,3900.0,0.0,0.0,0.0,2021,0,13,M,37.0,1,276137.64,1.0,522322.92,1,1,390383715M37.0
21599,24144,390383880,1010700.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Санкт-Петербург,Haval,Haval F7,2450000.0,0.0,1.0,0.0,0.0,2022,0,19,F,62.0,1,480294.9,0.0,0.0,0,0,390383880F62.0
21601,24146,390384174,284400.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,Mitsubishi,Mitsubishi Eclipse Cross,1848000.0,43000.0,0.0,0.0,0.0,2018,0,28,M,57.0,1,109065.15,0.0,0.0,0,0,390384174M57.0
21602,24147,390384234,594000.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Москва,Kia,Kia Sorento,3700000.0,5000.0,0.0,0.0,0.0,2021,0,18,F,45.0,1,293640.3,0.0,0.0,1,0,390384234F45.0
21604,24150,390384708,398700.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Москва,Skoda,Skoda Kodiaq,2744000.0,10850.0,0.0,0.0,0.0,2021,0,16,F,53.0,1,292410.36,0.0,445572.0,1,0,390384708F53.0
21606,24152,390384747,717300.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Краснодарский край,BMW,BMW X3,4904000.0,10.0,1.0,0.0,0.0,2021,1,14,M,38.0,1,522305.01,0.0,0.0,0,0,390384747M38.0
21610,24157,390385419,264600.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Московская область,Kia,Kia Optima,1630000.0,35395.0,0.0,0.0,0.0,2019,1,11,M,41.0,1,93823.29,0.0,0.0,1,0,390385419M41.0
21613,24160,390385737,196992.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Volkswagen,Volkswagen Polo,933588.0,3000.0,0.0,0.0,0.0,2021,0,10,M,37.0,1,102164.58,1.0,450000.0,0,0,390385737M37.0
21614,24161,390385794,496800.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Kia,Kia Rio,1100000.0,12847.0,0.0,0.0,0.0,2018,0,18,F,50.0,1,478525.86,0.0,0.0,0,0,390385794F50.0
21616,24163,390385932,493416.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Московская область,Toyota,Toyota Rav4,2440009.0,14771.0,0.0,0.0,0.0,2021,1,18,F,60.0,1,251015.85,1.0,916137.0,1,1,390385932F60.0
21617,24164,390386022,611280.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Московская область,Mitsubishi,Mitsubishi Outlander,2113210.0,20000.0,0.0,0.0,0.0,2021,1,25,M,46.0,1,344807.64,1.0,769356.0,1,1,390386022M46.0
21622,24170,390386613,140400.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Краснодарский край,Haval,Haval F7,1785863.0,16000.0,0.0,0.0,0.0,2021,1,32,M,64.0,1,48964.68,1.0,530730.0,1,1,390386613M64.0
21624,24172,390386829,337680.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Ростовская область,Kia,Kia K5,2178854.0,3000.0,0.0,0.0,0.0,2021,0,13,M,36.0,1,244043.46,1.0,710216.1,1,1,390386829M36.0
21627,24175,390387081,468801.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Архангельская область,Hyundai,Hyundai Creta,1550000.0,10.0,1.0,0.0,0.0,2022,0,7,M,27.0,1,263218.77,0.0,0.0,1,0,390387081M27.0
21629,24177,390387156,890100.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Санкт-Петербург,Mercedes-Benz,Mercedes-Benz C-class,3145000.0,24000.0,0.0,0.0,0.0,2019,1,12,F,36.0,1,585926.28,0.0,0.0,0,0,390387156F36.0
21630,24178,390387225,449280.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Mini (BMW),Mini (BMW) Cooper,2294370.0,0.0,1.0,0.0,0.0,2022,1,17,F,45.0,1,257812.56,0.0,0.0,0,0,390387225F45.0
21642,24192,390388350,128700.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Нижегородская область,Kia,Kia Seltos,1900000.0,12000.0,0.0,0.0,0.0,2021,1,12,F,34.0,1,44640.81,0.0,268200.0,0,0,390388350F34.0
21648,24198,390388875,142695.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,Skoda,Skoda Kodiaq,2000000.0,3500.0,0.0,0.0,0.0,2021,0,16,M,34.0,1,32355.99,0.0,0.0,1,1,390388875M34.0
21650,24201,390389283,557496.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Калужская область,Ford,Ford Transit,2920000.0,0.0,1.0,0.0,0.0,2022,1,11,M,34.0,1,508875.21,0.0,0.0,0,0,390389283M34.0
21653,24205,390389559,172584.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Московская область,Hyundai,Hyundai Solaris,992123.0,3200.0,0.0,0.0,0.0,2021,1,21,F,45.0,1,29453.58,1.0,512793.0,1,1,390389559F45.0
21656,24208,390389745,270900.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,Mazda,Mazda 3,1530000.0,40000.0,0.0,1.0,74997.0,2018,0,11,M,31.0,1,107817.48,0.0,0.0,1,0,390389745M31.0
21657,24209,390389784,613800.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Московская область,Mitsubishi,Mitsubishi Pajero Sport,3200000.0,15000.0,0.0,0.0,0.0,2021,1,13,M,45.0,1,467751.24,0.0,0.0,0,0,390389784M45.0
21659,24211,390389904,494208.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Volkswagen,Volkswagen Tiguan,2100114.0,15000.0,0.0,0.0,0.0,2021,0,16,M,41.0,1,353940.66,1.0,557748.0,0,0,390389904M41.0
21662,24214,390390330,1001700.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Московская область,Toyota,Toyota Camry,2757000.0,0.0,1.0,0.0,0.0,2021,0,8,M,35.0,1,438106.77,0.0,0.0,1,0,390390330M35.0
21663,24215,390390384,190800.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Московская область,Mitsubishi,Mitsubishi Outlander,1800000.0,16000.0,0.0,0.0,0.0,2021,1,11,F,40.0,1,52468.29,0.0,0.0,1,0,390390384F40.0
21666,24218,390390462,69300.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Республика Татарстан,Kia,Kia Rio,1020745.0,1000.0,0.0,0.0,0.0,2020,1,12,F,32.0,1,15166.44,1.0,116640.0,0,0,390390462F32.0
21668,24221,390390591,368100.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Москва,Skoda,Skoda Kodiaq,2487580.0,5000.0,0.0,1.0,55989.0,2021,1,10,M,30.0,1,302172.66,0.0,723029.58,0,0,390390591M30.0
21671,24224,390390864,231120.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Москва,Cadillac,Cadillac SRX,1198216.0,15000.0,0.0,0.0,0.0,2013,0,18,M,41.0,1,165471.12,1.0,264699.0,0,0,390390864M41.0
21680,24233,390391731,524160.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Удмуртская республика,Mazda,Mazda CX-5,2194942.0,500.0,0.0,0.0,0.0,2020,0,11,M,42.0,1,384125.49,1.0,714816.0,1,1,390391731M42.0
21684,24237,390391995,1011600.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Mercedes-Benz,Mercedes-Benz GLA-class,3200000.0,4000.0,0.0,0.0,0.0,2021,0,3,F,22.0,1,537940.26,1.0,1982718.0,1,1,390391995F22.0
21686,24239,390392133,2483100.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Porsche,Porsche Cayenne,7551000.0,15904.0,0.0,1.0,108702.0,2020,0,7,F,30.0,1,1409191.38,0.0,0.0,0,0,390392133F30.0
21692,24246,390392460,436032.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Land Rover,Land Rover Discovery Sport,2965098.0,500.0,0.0,0.0,0.0,2019,0,27,M,59.0,1,356551.83,1.0,536112.0,1,1,390392460M59.0
21695,24250,390392955,334800.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Chery,Chery Tiggo 4,1540000.0,0.0,1.0,0.0,0.0,2021,0,10,F,31.0,1,236791.62,0.0,0.0,0,0,390392955F31.0
21696,24251,390392958,153000.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,Ford,Ford Focus,695000.0,59300.0,0.0,2.0,563481.0,2012,1,10,M,30.0,1,17891.28,0.0,0.0,0,0,390392958M30.0
21697,24252,390393021,303840.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Нижегородская область,Suzuki,Suzuki Vitara,1672410.0,8450.0,0.0,0.0,0.0,2021,1,12,F,45.0,1,203267.07,1.0,523746.0,0,0,390393021F45.0
21700,24255,390393255,189900.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,Mercedes-Benz,Mercedes-Benz GLK-class,2185000.0,10001.0,0.0,3.0,974601.0,2014,0,10,F,31.0,1,44552.43,0.0,0.0,0,0,390393255F31.0
21701,24256,390393444,441180.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Чувашская республика,Toyota,Toyota Rav4,2610000.0,999.0,0.0,0.0,0.0,2020,0,20,M,49.0,1,286711.38,1.0,745093.8,1,1,390393444M49.0
21703,24258,390393504,2289600.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Краснодарский край,Genesis,Genesis GV70,6450000.0,0.0,1.0,0.0,0.0,2021,1,2,M,24.0,1,667617.48,0.0,0.0,0,0,390393504M24.0
21705,24260,390393600,400680.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Volkswagen,Volkswagen Polo,1032373.0,15000.0,0.0,0.0,0.0,2021,1,24,M,43.0,1,214255.53,1.0,534461.76,1,0,390393600M43.0
21707,24262,390393681,285300.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,Audi,Audi Q3,1998000.0,53806.0,0.0,2.0,1076643.0,2015,1,9,M,32.0,1,60729.48,0.0,0.0,0,0,390393681M32.0
21711,24267,390393918,634500.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Нижегородская область,Kia,Kia K5,2289000.0,11008.0,0.0,0.0,0.0,2021,1,13,F,52.0,1,458854.02,0.0,0.0,0,0,390393918F52.0
21712,24268,390393957,737100.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Республика Карелия,Mazda,Mazda CX-5,2600000.0,8700.0,0.0,0.0,0.0,2019,0,10,M,45.0,1,571481.19,0.0,0.0,0,0,390393957M45.0
21716,24273,390394152,603000.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Санкт-Петербург,Renault,Renault Kaptur,1703000.0,25000.0,0.0,2.0,659457.0,2020,0,5,F,27.0,1,325610.19,0.0,0.0,0,0,390394152F27.0
21717,24274,390394176,253800.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Санкт-Петербург,Nissan,Nissan Qashqai,1380000.0,53000.0,0.0,0.0,0.0,2017,0,16,M,34.0,1,158065.56,0.0,0.0,0,0,390394176M34.0
21724,24282,390394947,1218600.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Toyota,Toyota Camry,2764000.0,1.0,1.0,0.0,0.0,2022,1,12,M,33.0,1,432692.46,0.0,0.0,0,0,390394947M33.0
21730,24288,390395499,153000.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Краснодарский край,Kia,Kia Rio,650000.0,10000.0,0.0,1.0,536211.0,2021,1,23,F,62.0,1,22437.18,0.0,0.0,0,0,390395499F62.0
21731,24289,390395505,612000.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Московская область,Hyundai,Hyundai Tucson,2142000.0,18000.0,0.0,1.0,266778.0,2020,0,28,M,49.0,1,481392.0,0.0,0.0,0,0,390395505M49.0
21732,24290,390395670,1751400.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Краснодарский край,BMW,BMW 5er,6550000.0,1.0,1.0,0.0,0.0,2021,1,13,M,49.0,1,885765.69,0.0,0.0,0,0,390395670M49.0
21736,24294,390396051,152100.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Санкт-Петербург,Volkswagen,Volkswagen Polo,900000.0,25000.0,0.0,0.0,0.0,2020,1,14,M,42.0,1,113300.01,0.0,0.0,0,0,390396051M42.0
21737,24295,390396270,118080.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,Infiniti,Infiniti Q50,1550189.0,50000.0,0.0,0.0,0.0,2016,0,24,M,44.0,1,58642.11,1.0,150300.0,1,0,390396270M44.0
21739,24297,390396351,198900.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,Nissan,Nissan X-Trail,2962000.0,0.0,1.0,0.0,0.0,2022,0,18,M,48.0,1,68866.65,0.0,0.0,1,0,390396351M48.0
21745,24304,390396747,471240.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Chery,Chery Tiggo 8 Pro,2000000.0,3400.0,0.0,0.0,0.0,2021,0,9,M,38.0,1,353458.35,1.0,695781.0,1,1,390396747M38.0
21748,24307,390396873,256500.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Нижегородская область,Kia,Kia Rio,1585000.0,0.0,1.0,0.0,0.0,2022,1,11,F,51.0,1,203871.6,0.0,0.0,0,0,390396873F51.0
21753,24314,390397383,637470.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Audi,Audi A4 allroad quattro,2575000.0,58035.0,0.0,1.0,835569.0,2016,0,10,M,45.0,1,359152.74,0.0,0.0,1,0,390397383M45.0
21754,24315,390397389,318600.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,Skoda,Skoda Kodiaq,2468650.0,66500.0,0.0,1.0,1243080.0,2018,0,9,M,43.0,1,133187.04,0.0,0.0,0,0,390397389M43.0
21758,24319,390397641,214200.0,Полное КАСКО,Ремонт на СТОА по направлению страховщика,1,Курская область,Kia,Kia Rio,918878.0,500.0,0.0,0.0,0.0,2019,0,16,F,43.0,1,139457.34,0.0,0.0,0,0,390397641F43.0
21760,24321,390397686,738000.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Subaru,Subaru Forester,3507000.0,0.0,1.0,0.0,0.0,2021,0,25,M,47.0,1,402814.26,0.0,0.0,1,1,390397686M47.0
21761,24323,390397836,404172.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,Hyundai,Hyundai Santa Fe,2900000.0,18182.0,0.0,0.0,0.0,2019,1,15,M,38.0,1,257677.65,0.0,0.0,0,0,390397836M38.0
21765,24327,390398028,1168200.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Московская область,Toyota,Toyota Camry,3500000.0,0.0,1.0,0.0,0.0,2021,0,28,F,49.0,1,449423.55,0.0,0.0,0,0,390398028F49.0
21766,24329,390398232,1315944.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Пензенская область,Audi,Audi A8,9253683.0,7990.0,0.0,0.0,0.0,2020,1,27,M,60.0,1,665458.65,1.0,1966176.0,1,0,390398232M60.0
21767,24330,390398256,739800.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Московская область,Mitsubishi,Mitsubishi Outlander,2700000.0,1.0,1.0,0.0,0.0,2021,1,10,M,42.0,1,375470.19,0.0,0.0,1,1,390398256M42.0
21768,24331,390398262,878400.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Краснодарский край,Skoda,Skoda Karoq,2264200.0,1.0,1.0,0.0,0.0,2022,1,9,F,29.0,1,526359.42,0.0,0.0,0,0,390398262F29.0
21771,24334,390398337,97200.0,Только Угон,Отсутствует/неизвестно,1,Москва,Kia,Kia Seltos,1493219.0,33000.0,0.0,0.0,0.0,2020,0,16,F,38.0,1,22900.23,0.0,0.0,0,0,390398337F38.0
21776,24339,390399054,593280.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Mercedes-Benz,Mercedes-Benz E-class,4119321.0,10000.0,0.0,0.0,0.0,2020,0,16,M,38.0,1,370988.28,1.0,775557.0,1,1,390399054M38.0
21778,24341,390399270,852300.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Санкт-Петербург,Volvo,Volvo XC60,5300000.0,1.0,1.0,0.0,0.0,2021,1,9,F,35.0,1,497927.25,0.0,0.0,1,1,390399270F35.0
21780,24343,390399546,999000.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Санкт-Петербург,Peugeot,Peugeot Traveller,2889000.0,0.0,1.0,0.0,0.0,2021,0,14,M,44.0,1,570203.1,0.0,0.0,1,1,390399546M44.0
21781,24344,390399567,395100.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Volkswagen,Volkswagen Polo,1280000.0,0.0,1.0,0.0,0.0,2022,1,3,F,37.0,1,282547.08,0.0,0.0,0,0,390399567F37.0
21783,24347,390399774,648000.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Kia,Kia Rio,1500000.0,150.0,0.0,0.0,0.0,2021,0,3,M,37.0,1,503198.01,0.0,0.0,0,0,390399774M37.0
21784,24348,390399873,1319400.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Hyundai,Hyundai PALISADE,4653000.0,5.0,1.0,0.0,0.0,2021,1,14,M,33.0,1,692469.63,0.0,0.0,0,0,390399873M33.0
21789,24354,390400038,268200.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,Subaru,Subaru Outback,3928900.0,0.0,1.0,0.0,0.0,2021,0,25,M,49.0,1,102102.21,0.0,0.0,0,0,390400038M49.0
21795,24361,390400512,1283040.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Нижегородская область,Mercedes-Benz,Mercedes-Benz GLB,4540000.0,0.0,1.0,0.0,0.0,2021,1,11,M,29.0,1,672670.53,0.0,0.0,1,1,390400512M29.0
21800,24366,390400797,228261.78,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Москва,Toyota,Toyota Camry,2190000.0,3400.0,0.0,0.0,0.0,2021,0,10,M,29.0,1,0.0,0.0,0.0,0,0,390400797M29.0
21805,24373,390400926,607194.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Volvo,Volvo XC90,3950000.0,15000.0,0.0,2.0,4193829.0,2018,0,15,M,42.0,1,557703.72,0.0,0.0,1,0,390400926M42.0
21807,24375,390401418,543600.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Mercedes-Benz,Mercedes-Benz GLC-class,3115000.0,6700.0,0.0,0.0,0.0,2020,0,18,M,39.0,1,429397.56,1.0,1068597.0,1,1,390401418M39.0
21810,24378,390401484,754776.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Калужская область,Mercedes-Benz,Mercedes-Benz C-class,3000000.0,3500.0,0.0,1.0,64044.0,2020,1,15,M,45.0,1,544177.08,0.0,1265760.0,1,1,390401484M45.0
21816,24384,390401913,479700.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Renault,Renault Arkana,1890000.0,1500.0,0.0,0.0,0.0,2020,0,12,F,33.0,1,240265.08,0.0,0.0,1,1,390401913F33.0
21817,24385,390401928,178200.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Skoda,Skoda Rapid,1085000.0,20000.0,0.0,1.0,89559.0,2018,0,9,M,35.0,1,139150.53,0.0,0.0,1,1,390401928M35.0
21818,24386,390401946,637056.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Нижегородская область,Land Rover,Land Rover Range Rover Sport,5352549.0,20950.0,0.0,0.0,0.0,2018,0,18,F,41.0,1,741148.83,1.0,526869.0,1,1,390401946F41.0
21823,24391,390402228,100800.0,Тоталь + Угон,Ремонт на СТОА официального дилера,1,Краснодарский край,ВАЗ,ВАЗ Vesta,600000.0,7000.0,0.0,0.0,0.0,2020,1,30,F,49.0,1,17134.11,0.0,0.0,0,0,390402228F49.0
21832,24401,390402852,1052100.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Kia,Kia Sportage,2530000.0,0.0,1.0,0.0,0.0,2022,1,3,M,31.0,1,627688.62,0.0,0.0,0,0,390402852M31.0
21836,24405,390403146,578367.0,Полное КАСКО,Ремонт на СТОА официального дилера,1,Москва,Kia,Kia Ceed,2400000.0,0.0,1.0,0.0,0.0,2021,1,23,F,47.0,1,389683.44,0.0,0.0,1,0,390403146F47.0
